centro comercial; Einkaufszentrum
estación de metro; U-Bahn-Station
cerca; in der Nähe
teatro; Theater
museo; Museum, Museums
banco; Bank, (Sitz)bank, Geldinstitut
por aquí; Hier, hier
hay; Es gibt, sind, gibt
cafetería; Café
panadería; Bäckerei
tienda; Geschäft
mochila; Rucksack
pues; mal, denn, nun
libro; Buch
tableta; Tablet
ay; ahh
no encuentro; finde
nuevo; neu, neuer, nochmal
gorra; Baseballmütze
reloj; Uhr
cargador; Ladegerät
tranquila; ruhiges, ruhig, Ruhig
chaqueta; Jacke
dónde; wo
vestido; Kleid
cartera; Geldbeutel
suéter; Pullover, Sweater
está; es ist, steht, Steht
tranquilo; ruhig, Ruhig
aquí; hier
maleta; Koffer
pasaporte; Reisepass, pass, Pass
pero; doch, aber, sondern
papá; Papa
novio; Freund
seria; ernst, ernsten, ernste
serio; Ernst, ernster
cómo es; Wie ist
tu; dein
gracioso; witzig
graciosa; witzig
novia; Freundin
simpática; sympathisch, sympatisch
creo que; Ich glaube, dass
en general; überhaupt, Im Allgemeinen, Normalerweise
tímida; schüchtern
esposa; Frau
abuela; Großmutter
simpático; nett
no crees; nicht wahr?
como yo; wie ich
esposo; Mann
abuelo; Großvater
tímido; schüchtern
también; auch
compañera de trabajo; Arbeitskollegin
amiga; Freundin
tía; Tante
compañero de trabajo; Arbeitskollege
tío; Onkel
amigo; Freund
en realidad; überhaupt, in Wahrheit, in Wirklichkeit
una; eine
solamente; bloß, nur, lediglich
hermana; schwester, Schwester
hija; Tochter
tengo; ich habe, Ich habe, habe
uno; eins, man, eines
hermano; Bruder
quiere; Möchten, mag, möchte
hijo; Sohn
compañero de cuarto; Mitbewohner
no; keine, Nein, nicht
es de; gehören, besteht aus
mi; mein, meine, meines
mamá; Mama, Mutters
verdad; richtig
eres de; bist aus
sí; ja
encantada; Erfreut, erfreut
tú; du
Alemania; Deutschland
soy de; bin aus
buenas tardes; guten Abend
encantado; Erfreut, erfreut, Schön
de dónde eres; woher kommst du
bien; gut
bienvenida; willkommen
ella; sie
qué tal; wie geht es dir
hasta luego; bis später
mi mejor amiga; meine beste Freundin, meiner besten Freundin
él; er
mucho gusto; schön dich kennenzulernen
mi mejor amigo; mein bester Freund, meinem besten Freund
es; ist, ist gleich, Es ist
jugo; Saft
soy; Ich bin, stamme, bin
buenos días; guten Morgen
bienvenido; Herzlich willkommen, willkommen, Willkommen
yo; ich
y; und
vaso de; Glas
chao; tschüss
perfecto; perfekten, perfekt, Perfekt
pan; Brot
con azúcar; mit Zucker, Mit Zucker
helado; Eis
quieres; Möchtest du, willst, Möchtest
o; oder
gracias; danke
agua; Wasser, Wassers
con hielo; mit Eis
sándwich; Sandwich
taco; Taco
con leche; mit Milch
un; ein
hola; hallo
por favor; bitte
quiero; mag, möchte, will
té; Tee
café; Kaffee
